Column1,survey,event_id,latitude,longitude,lla,utm,x,y
2,201608,53,55.2177266667,-166.889861667,"LLA(lat=55.2177266667°, lon=-166.889861667°, alt=0.0)","UTM(379771.43680456106, 6.120649055059453e6, 0.0)",379.77143680456106,6120.649055059453
3,201608,54,55.2174066667,-166.887898333,"LLA(lat=55.2174066667°, lon=-166.887898333°, alt=0.0)","UTM(379895.3598471044, 6.120610068474927e6, 0.0)",379.89535984710443,6120.610068474927
4,201608,51,56.5729733333,-166.95017,"LLA(lat=56.5729733333°, lon=-166.95017°, alt=0.0)","UTM(380186.82981657016, 6.271554959963094e6, 0.0)",380.18682981657014,6271.554959963094
5,201608,64,56.5400266667,-167.604946667,"LLA(lat=56.5400266667°, lon=-167.604946667°, alt=0.0)","UTM(339829.48170896334, 6.269224217373203e6, 0.0)",339.8294817089633,6269.224217373203
6,201608,66,57.1567633333,-167.65199,"LLA(lat=57.1567633333°, lon=-167.65199°, alt=0.0)","UTM(339598.80953488813, 6.337955990264801e6, 0.0)",339.5988095348881,6337.955990264802
7,201608,74,55.8994483333,-168.74255,"LLA(lat=55.8994483333°, lon=-168.74255°, alt=0.0)","UTM(266041.46344738104, 6.201219448626474e6, 0.0)",266.04146344738103,6201.219448626473
8,201608,77,56.5749183333,-168.844451667,"LLA(lat=56.5749183333°, lon=-168.844451667°, alt=0.0)","UTM(263871.18700099515, 6.27668512724666e6, 0.0)",263.8711870009952,6276.68512724666
9,201608,67,57.1544833333,-167.65139,"LLA(lat=57.1544833333°, lon=-167.65139°, alt=0.0)","UTM(339625.2186616915, 6.337700885157646e6, 0.0)",339.6252186616915,6337.700885157646
10,201608,68,57.281395,-168.294105,"LLA(lat=57.281395°, lon=-168.294105°, alt=0.0)","UTM(301448.3712552077, 6.353514365839836e6, 0.0)",301.4483712552077,6353.5143658398365
11,201608,69,56.44488,-168.20571,"LLA(lat=56.44488°, lon=-168.20571°, alt=0.0)","UTM(302409.73109060485, 6.260203718539533e6, 0.0)",302.40973109060485,6260.203718539533
12,201608,90,59.4892216667,-170.488131667,"LLA(lat=59.4892216667°, lon=-170.488131667°, alt=0.0)","UTM(189409.0285375237, 6.607359513014781e6, 0.0)",189.4090285375237,6607.359513014781
13,201608,91,59.4050816667,-171.141746667,"LLA(lat=59.4050816667°, lon=-171.141746667°, alt=0.0)","UTM(151618.35608380585, 6.601255704766538e6, 0.0)",151.61835608380585,6601.255704766538
14,201608,92,58.0218383333,-170.903415,"LLA(lat=58.0218383333°, lon=-170.903415°, alt=0.0)","UTM(151537.7597584019, 6.446390154003287e6, 0.0)",151.5377597584019,6446.390154003287
15,201608,98,56.788985,-171.301813333,"LLA(lat=56.788985°, lon=-171.301813333°, alt=0.0)","UTM(115325.49093972665, 6.311625026983799e6, 0.0)",115.32549093972665,6311.625026983799
16,201608,85,56.5303866667,-170.014088333,"LLA(lat=56.5303866667°, lon=-170.014088333°, alt=0.0)","UTM(191732.8880390703, 6.276376217290384e6, 0.0)",191.7328880390703,6276.3762172903835
17,201608,87,58.4881366667,-170.338771667,"LLA(lat=58.4881366667°, lon=-170.338771667°, alt=0.0)","UTM(188940.01846937079, 6.495426910058633e6, 0.0)",188.94001846937078,6495.426910058633
18,201608,76,55.90068,-168.746128333,"LLA(lat=55.90068°, lon=-168.746128333°, alt=0.0)","UTM(265825.31539307046, 6.201368534478863e6, 0.0)",265.82531539307047,6201.368534478863
19,201608,84,56.0221333333,-169.953355,"LLA(lat=56.0221333333°, lon=-169.953355°, alt=0.0)","UTM(191391.17302335374, 6.2196164324711e6, 0.0)",191.39117302335373,6219.6164324711
20,201608,93,57.4230133333,-170.802488333,"LLA(lat=57.4230133333°, lon=-170.802488333°, alt=0.0)","UTM(151771.02821893006, 6.379354314533191e6, 0.0)",151.77102821893007,6379.3543145331905
21,201608,176,58.708875,-176.803031667,"LLA(lat=58.708875°, lon=-176.803031667°, alt=0.0)","UTM(-181574.54708349227, 6.56795570258596e6, 0.0)",-181.57454708349226,6567.955702585959
22,201608,177,58.7055466667,-176.821235,"LLA(lat=58.7055466667°, lon=-176.821235°, alt=0.0)","UTM(-182684.28416671662, 6.567775409621545e6, 0.0)",-182.68428416671662,6567.775409621545
23,201608,188,60.2262616667,-177.356166667,"LLA(lat=60.2262616667°, lon=-177.356166667°, alt=0.0)","UTM(-181769.2901218487, 6.740791073594132e6, 0.0)",-181.76929012184868,6740.791073594132
24,201608,207,59.2849416667,-178.180935,"LLA(lat=59.2849416667°, lon=-178.180935°, alt=0.0)","UTM(-247798.63489717862, 6.646230648068023e6, 0.0)",-247.79863489717863,6646.230648068023
25,201608,208,59.2845666667,-178.188296667,"LLA(lat=59.2845666667°, lon=-178.188296667°, alt=0.0)","UTM(-248220.95063784695, 6.646272815630156e6, 0.0)",-248.22095063784695,6646.2728156301555
26,201608,209,59.2855133333,-178.1973,"LLA(lat=59.2855133333°, lon=-178.1973°, alt=0.0)","UTM(-248706.30843739735, 6.646478908218265e6, 0.0)",-248.70630843739735,6646.478908218264
27,201608,210,59.2870283333,-178.209296667,"LLA(lat=59.2870283333°, lon=-178.209296667°, alt=0.0)","UTM(-249347.3486682818, 6.64678149554188e6, 0.0)",-249.3473486682818,6646.78149554188
28,201608,211,59.2814283333,-178.169523333,"LLA(lat=59.2814283333°, lon=-178.169523333°, alt=0.0)","UTM(-247234.5273340491, 6.645715308858971e6, 0.0)",-247.23452733404912,6645.715308858971
29,201608,80,58.3342,-169.029833333,"LLA(lat=58.3342°, lon=-169.029833333°, alt=0.0)","UTM(264110.48167592427, 6.47298370306474e6, 0.0)",264.1104816759243,6472.9837030647395
30,201608,88,58.799575,-170.362158333,"LLA(lat=58.799575°, lon=-170.362158333°, alt=0.0)","UTM(190353.08691412647, 6.5301426282071285e6, 0.0)",190.35308691412646,6530.142628207129
31,201608,47,54.8542766667,-166.199568333,"LLA(lat=54.8542766667°, lon=-166.199568333°, alt=0.0)","UTM(422989.41472186125, 6.079234901612563e6, 0.0)",422.98941472186124,6079.234901612563
32,201608,48,55.56986,-166.312035,"LLA(lat=55.56986°, lon=-166.312035°, alt=0.0)","UTM(417267.3410997473, 6.158989226869358e6, 0.0)",417.2673410997473,6158.9892268693575
34,201608,52,56.09927,-166.937366667,"LLA(lat=56.09927°, lon=-166.937366667°, alt=0.0)","UTM(379489.2421302334, 6.218819507501224e6, 0.0)",379.4892421302334,6218.8195075012245
35,201608,103,58.0732933333,-171.411481667,"LLA(lat=58.0732933333°, lon=-171.411481667°, alt=0.0)","UTM(122145.82719351497, 6.454842571768082e6, 0.0)",122.14582719351496,6454.842571768082
36,201608,72,56.3514766667,-168.214288333,"LLA(lat=56.3514766667°, lon=-168.214288333°, alt=0.0)","UTM(301395.218111538, 6.249838549494384e6, 0.0)",301.395218111538,6249.838549494384
37,201608,73,55.9046983333,-168.17228,"LLA(lat=55.9046983333°, lon=-168.17228°, alt=0.0)","UTM(301702.8672933077, 6.200020665666165e6, 0.0)",301.7028672933077,6200.020665666165
38,201608,78,58.3396966667,-169.033538333,"LLA(lat=58.3396966667°, lon=-169.033538333°, alt=0.0)","UTM(263930.45795903355, 6.473608015430683e6, 0.0)",263.93045795903356,6473.608015430683
39,201608,79,58.3353183333,-169.035346667,"LLA(lat=58.3353183333°, lon=-169.035346667°, alt=0.0)","UTM(263795.4621943054, 6.4731274286042815e6, 0.0)",263.7954621943054,6473.127428604282
40,201608,83,56.782035,-169.464923333,"LLA(lat=56.782035°, lon=-169.464923333°, alt=0.0)","UTM(227292.12677264004, 6.302020135807609e6, 0.0)",227.29212677264005,6302.020135807609
41,201608,95,56.2565066667,-170.607918333,"LLA(lat=56.2565066667°, lon=-170.607918333°, alt=0.0)","UTM(152779.26933311822, 6.248776729144866e6, 0.0)",152.77926933311824,6248.776729144865
