survey,ship,haul_id,class,species_code,primary_length,ts_length,ts_relationship,catch_sampling_expansion,user_defined_expansion,sample_correction_scalar,haul_weight,w
202207,157,MACE-1-2,SS1,21740,40.0,40.0,standard_pollock,2.243399667,1.0,1.00024116759,1.0,2.2439407022911
202207,157,MACE-1-2,SS1,21740,42.7,42.7,standard_pollock,2.243399667,1.0,1.00011635931,1.0,2.24366070743731
202207,157,MACE-1-2,SS1,21740,37.2,37.2,standard_pollock,2.243399667,1.0,1.00051352265,1.0,2.24455170354201
202207,157,MACE-1-2,SS1,21740,36.7,36.7,standard_pollock,2.243399667,1.0,1.00058772479,1.0,2.24471816859817
202207,157,MACE-1-2,SS1,21740,36.0,36.0,standard_pollock,2.243399667,1.0,1.00070996048,1.0,2.24499239210442
202207,157,MACE-1-2,SS1,21740,36.9,36.9,standard_pollock,2.243399667,1.0,1.00055683721,1.0,2.24464887541149
202207,157,MACE-1-2,SS1,21740,39.9,39.9,standard_pollock,2.243399667,1.0,1.00024776606,1.0,2.2439555052965
202207,157,MACE-1-2,SS1,21740,39.1,39.1,standard_pollock,2.243399667,1.0,1.00030748566,1.0,2.24408948022725
202207,157,MACE-1-2,SS1,21740,38.7,38.7,standard_pollock,2.243399667,1.0,1.00034254402,1.0,2.2441681301404
202207,157,MACE-1-2,SS1,21740,37.9,37.9,standard_pollock,2.243399667,1.0,1.00042510816,1.0,2.24435335450458
202207,157,MACE-1-2,SS1,21740,39.7,39.7,standard_pollock,2.243399667,1.0,1.00026150957,1.0,2.24398633748226
202207,157,MACE-1-2,SS1,21740,35.9,35.9,standard_pollock,2.243399667,1.0,1.00072938539,1.0,2.24503596994104
202207,157,MACE-1-2,SS1,21740,44.4,44.4,standard_pollock,2.243399667,1.0,1.00007353806,1.0,2.24356464225932
202207,157,MACE-1-2,SS1,21740,40.9,40.9,standard_pollock,2.243399667,1.0,1.0001891529,1.0,2.24382401255287
202207,157,MACE-1-2,SS1,21740,35.3,35.3,standard_pollock,2.243399667,1.0,1.0008576189,1.0,2.24532364895467
202207,157,MACE-1-2,SS1,21740,41.5,41.5,standard_pollock,2.243399667,1.0,1.00016087025,1.0,2.24376056326528
202207,157,MACE-1-2,SS1,21740,41.8,41.8,standard_pollock,2.243399667,1.0,1.00014835667,1.0,2.24373249030408
202207,157,MACE-1-2,SS1,21740,39.9,39.9,standard_pollock,2.243399667,1.0,1.00024776606,1.0,2.2439555052965
202207,157,MACE-1-2,SS1,21740,40.9,40.9,standard_pollock,2.243399667,1.0,1.0001891529,1.0,2.24382401255287
202207,157,MACE-1-2,SS1,21740,37.8,37.8,standard_pollock,2.243399667,1.0,1.00043673935,1.0,2.24437944791236
202207,157,MACE-1-2,SS1,21740,40.4,40.4,standard_pollock,2.243399667,1.0,1.0002164848,1.0,2.24388532892823
202207,157,MACE-1-2,SS1,21740,38.9,38.9,standard_pollock,2.243399667,1.0,1.00032454179,1.0,2.24412774394361
202207,157,MACE-1-2,SS1,21740,39.0,39.0,standard_pollock,2.243399667,1.0,1.00031589863,1.0,2.24410835388135
202207,157,MACE-1-2,SS1,21740,41.1,41.1,standard_pollock,2.243399667,1.0,1.00017921207,1.0,2.24380171129816
202207,157,MACE-1-2,SS1,21740,40.5,40.5,standard_pollock,2.243399667,1.0,1.00021071941,1.0,2.24387239485422
202207,157,MACE-1-2,SS1,21740,36.9,36.9,standard_pollock,2.243399667,1.0,1.00055683721,1.0,2.24464887541149
202207,157,MACE-1-2,SS1,21740,41.1,41.1,standard_pollock,2.243399667,1.0,1.00017921207,1.0,2.24380171129816
202207,157,MACE-1-2,SS1,21740,45.5,45.5,standard_pollock,2.243399667,1.0,1.00005464627,1.0,2.24352226042392
202207,157,MACE-1-2,SS1,21740,40.5,40.5,standard_pollock,2.243399667,1.0,1.00021071941,1.0,2.24387239485422
202207,157,MACE-1-2,SS1,21740,40.6,40.6,standard_pollock,2.243399667,1.0,1.00020510755,1.0,2.24385980520937
202207,157,MACE-1-2,SS1,21740,38.0,38.0,standard_pollock,2.243399667,1.0,1.00041378673,1.0,2.24432795601229
202207,157,MACE-1-2,SS1,21740,42.0,42.0,standard_pollock,2.243399667,1.0,1.00014055986,1.0,2.24371499894312
202207,157,MACE-1-2,SS1,21740,41.0,41.0,standard_pollock,2.243399667,1.0,1.00018411541,1.0,2.24381271144948
202207,157,MACE-1-2,SS1,21740,53.6,53.6,standard_pollock,2.243399667,1.0,1.00000613772,1.0,2.243413436359
202207,157,MACE-1-2,SS1,21740,41.4,41.4,standard_pollock,2.243399667,1.0,1.00016527174,1.0,2.24377043756648
202207,157,MACE-1-2,SS1,21740,39.8,39.8,standard_pollock,2.243399667,1.0,1.00025454508,1.0,2.24397071334771
202207,157,MACE-1-2,SS1,21740,39.2,39.2,standard_pollock,2.243399667,1.0,1.00029929674,1.0,2.24407110920685
202207,157,MACE-1-2,SS1,21740,41.8,41.8,standard_pollock,2.243399667,1.0,1.00014835667,1.0,2.24373249030408
202207,157,MACE-1-2,SS1,21740,37.0,37.0,standard_pollock,2.243399667,1.0,1.00054200759,1.0,2.24461560664692
202207,157,MACE-1-2,SS1,21740,39.9,39.9,standard_pollock,2.243399667,1.0,1.00024776606,1.0,2.2439555052965
202207,157,MACE-1-2,SS1,21740,36.1,36.1,standard_pollock,2.243399667,1.0,1.0006910529,1.0,2.24494997484574
202207,157,MACE-1-2,SS1,21740,38.7,38.7,standard_pollock,2.243399667,1.0,1.00034254402,1.0,2.2441681301404
202207,157,MACE-1-2,SS1,21740,39.3,39.3,standard_pollock,2.243399667,1.0,1.00029132591,1.0,2.24405322744948
202207,157,MACE-1-2,SS1,21740,39.0,39.0,standard_pollock,2.243399667,1.0,1.00031589863,1.0,2.24410835388135
202207,157,MACE-1-2,SS1,21740,37.6,37.6,standard_pollock,2.243399667,1.0,1.00046096514,1.0,2.24443379604157
202207,157,MACE-1-2,SS1,21740,39.5,39.5,standard_pollock,2.243399667,1.0,1.00027601542,1.0,2.24401887990131
202207,157,MACE-1-2,SS1,21740,39.4,39.4,standard_pollock,2.243399667,1.0,1.00028356735,1.0,2.24403582189856
202207,157,MACE-1-2,SS1,21740,36.3,36.3,standard_pollock,2.243399667,1.0,1.00065473496,1.0,2.24486849919124
202207,157,MACE-1-2,SS1,21740,36.8,36.8,standard_pollock,2.243399667,1.0,1.00057207258,1.0,2.24468305443547
202207,157,MACE-1-2,SS1,21740,37.3,37.3,standard_pollock,2.243399667,1.0,1.00049984658,1.0,2.24452102265112
202207,157,MACE-1-2,SS1,21740,39.6,39.6,standard_pollock,2.243399667,1.0,1.00026866461,1.0,2.24400238909661
202207,157,MACE-1-2,SS1,21740,43.0,43.0,standard_pollock,2.243399667,1.0,1.0001073081,1.0,2.24364040195581
202207,157,MACE-1-2,SS1,21740,37.4,37.4,standard_pollock,2.243399667,1.0,1.00048653473,1.0,2.24449115885127
202207,157,MACE-1-2,SS1,21740,39.5,39.5,standard_pollock,2.243399667,1.0,1.00027601542,1.0,2.24401887990131
202207,157,MACE-1-2,SS1,21740,39.1,39.1,standard_pollock,2.243399667,1.0,1.00030748566,1.0,2.24408948022725
202207,157,MACE-1-2,SS1,21740,42.7,42.7,standard_pollock,2.243399667,1.0,1.00011635931,1.0,2.24366070743731
202207,157,MACE-1-2,SS1,21740,36.6,36.6,standard_pollock,2.243399667,1.0,1.00060380526,1.0,2.24475424351922
202207,157,MACE-1-2,SS1,21740,38.1,38.1,standard_pollock,2.243399667,1.0,1.00040276681,1.0,2.24430323392743
202207,157,MACE-1-2,SS1,21740,34.1,34.1,standard_pollock,2.243399667,1.0,1.00118568388,1.0,2.24605962982156
202207,157,MACE-1-2,SS1,21740,38.6,38.6,standard_pollock,2.243399667,1.0,1.00035191621,1.0,2.24418915570833
202207,157,MACE-1-2,SS1,21740,41.7,41.7,standard_pollock,2.243399667,1.0,1.00015241579,1.0,2.24374159653253
202207,157,MACE-1-2,SS1,21740,40.6,40.6,standard_pollock,2.243399667,1.0,1.00020510755,1.0,2.24385980520937
202207,157,MACE-1-2,SS1,21740,38.5,38.5,standard_pollock,2.243399667,1.0,1.00036154483,1.0,2.24421075655123
202207,157,MACE-1-2,SS1,21740,41.9,41.9,standard_pollock,2.243399667,1.0,1.00014440565,1.0,2.24372362658712
202207,157,MACE-1-2,SS1,21740,38.6,38.6,standard_pollock,2.243399667,1.0,1.00035191621,1.0,2.24418915570833
202207,157,MACE-1-2,SS1,21740,38.0,38.0,standard_pollock,2.243399667,1.0,1.00041378673,1.0,2.24432795601229
202207,157,MACE-1-2,SS1,21740,39.7,39.7,standard_pollock,2.243399667,1.0,1.00026150957,1.0,2.24398633748226
202207,157,MACE-1-2,SS1,21740,40.6,40.6,standard_pollock,2.243399667,1.0,1.00020510755,1.0,2.24385980520937
202207,157,MACE-1-2,SS1,21740,41.6,41.6,standard_pollock,2.243399667,1.0,1.00015658597,1.0,2.24375095191295
202207,157,MACE-1-2,SS1,21740,43.0,43.0,standard_pollock,2.243399667,1.0,1.0001073081,1.0,2.24364040195581
202207,157,MACE-1-2,SS1,21740,41.9,41.9,standard_pollock,2.243399667,1.0,1.00014440565,1.0,2.24372362658712
202207,157,MACE-1-2,SS1,21740,42.2,42.2,standard_pollock,2.243399667,1.0,1.00013317281,1.0,2.24369842683761
202207,157,MACE-1-2,SS1,21740,39.6,39.6,standard_pollock,2.243399667,1.0,1.00026866461,1.0,2.24400238909661
202207,157,MACE-1-2,SS1,21740,41.0,41.0,standard_pollock,2.243399667,1.0,1.00018411541,1.0,2.24381271144948
202207,157,MACE-1-2,SS1,21740,41.0,41.0,standard_pollock,2.243399667,1.0,1.00018411541,1.0,2.24381271144948
202207,157,MACE-1-2,SS1,21740,39.9,39.9,standard_pollock,2.243399667,1.0,1.00024776606,1.0,2.2439555052965
202207,157,MACE-1-2,SS1,21740,39.0,39.0,standard_pollock,2.243399667,1.0,1.00031589863,1.0,2.24410835388135
202207,157,MACE-1-2,SS1,21740,40.7,40.7,standard_pollock,2.243399667,1.0,1.00019964515,1.0,2.24384755086303
202207,157,MACE-1-2,SS1,21740,43.0,43.0,standard_pollock,2.243399667,1.0,1.0001073081,1.0,2.24364040195581
202207,157,MACE-1-2,SS1,21740,41.2,41.2,standard_pollock,2.243399667,1.0,1.00017443931,1.0,2.24379100408997
202207,157,MACE-1-2,SS1,21740,39.2,39.2,standard_pollock,2.243399667,1.0,1.00029929674,1.0,2.24407110920685
202207,157,MACE-1-2,SS1,21740,35.9,35.9,standard_pollock,2.243399667,1.0,1.00072938539,1.0,2.24503596994104
202207,157,MACE-1-2,SS1,21740,40.5,40.5,standard_pollock,2.243399667,1.0,1.00021071941,1.0,2.24387239485422
202207,157,MACE-1-2,SS1,21740,39.9,39.9,standard_pollock,2.243399667,1.0,1.00024776606,1.0,2.2439555052965
202207,157,MACE-1-2,SS1,21740,38.1,38.1,standard_pollock,2.243399667,1.0,1.00040276681,1.0,2.24430323392743
202207,157,MACE-1-2,SS1,21740,40.3,40.3,standard_pollock,2.243399667,1.0,1.00022240794,1.0,2.24389861689853
202207,157,MACE-1-2,SS1,21740,37.2,37.2,standard_pollock,2.243399667,1.0,1.00051352265,1.0,2.24455170354201
202207,157,MACE-1-2,SS1,21740,38.9,38.9,standard_pollock,2.243399667,1.0,1.00032454179,1.0,2.24412774394361
202207,157,MACE-1-2,SS1,21740,39.7,39.7,standard_pollock,2.243399667,1.0,1.00026150957,1.0,2.24398633748226
202207,157,MACE-1-2,SS1,21740,37.1,37.1,standard_pollock,2.243399667,1.0,1.00052757291,1.0,2.24458322389061
202207,157,MACE-1-2,SS1,21740,37.0,37.0,standard_pollock,2.243399667,1.0,1.00054200759,1.0,2.24461560664692
202207,157,MACE-1-2,SS1,21740,40.4,40.4,standard_pollock,2.243399667,1.0,1.0002164848,1.0,2.24388532892823
202207,157,MACE-1-2,SS1,21740,45.3,45.3,standard_pollock,2.243399667,1.0,1.00005767748,1.0,2.24352906063943
202207,157,MACE-1-2,SS1,21740,40.0,40.0,standard_pollock,2.243399667,1.0,1.00024116759,1.0,2.2439407022911
202207,157,MACE-1-2,SS1,21740,41.5,41.5,standard_pollock,2.243399667,1.0,1.00016087025,1.0,2.24376056326528
202207,157,MACE-1-2,SS1,21740,39.8,39.8,standard_pollock,2.243399667,1.0,1.00025454508,1.0,2.24397071334771
202207,157,MACE-1-2,SS1,21740,42.2,42.2,standard_pollock,2.243399667,1.0,1.00013317281,1.0,2.24369842683761
202207,157,MACE-1-2,SS1,21740,42.5,42.5,standard_pollock,2.243399667,1.0,1.00012281373,1.0,2.24367518728099
202207,157,MACE-1-2,SS1,21740,39.9,39.9,standard_pollock,2.243399667,1.0,1.00024776606,1.0,2.2439555052965
202207,157,MACE-1-2,SS1,21740,42.1,42.1,standard_pollock,2.243399667,1.0,1.00013681649,1.0,2.24370660106811
202207,157,MACE-1-2,SS1,21740,40.8,40.8,standard_pollock,2.243399667,1.0,1.00019432823,1.0,2.24383562288647
202207,157,MACE-1-2,SS1,21740,40.7,40.7,standard_pollock,2.243399667,1.0,1.00019964515,1.0,2.24384755086303
202207,157,MACE-1-2,SS1,21740,37.3,37.3,standard_pollock,2.243399667,1.0,1.00049984658,1.0,2.24452102265112
202207,157,MACE-1-2,SS1,21740,35.6,35.6,standard_pollock,2.243399667,1.0,1.00079090751,1.0,2.24517398864456
202207,157,MACE-1-2,SS1,21740,38.4,38.4,standard_pollock,2.243399667,1.0,1.00037143689,1.0,2.24423294839534
202207,157,MACE-1-2,SS1,21740,44.9,44.9,standard_pollock,2.243399667,1.0,1.00006425365,1.0,2.24354381361701
202207,157,MACE-1-2,SS1,21740,40.3,40.3,standard_pollock,2.243399667,1.0,1.00022240794,1.0,2.24389861689853
202207,157,MACE-1-2,SS1,21740,41.1,41.1,standard_pollock,2.243399667,1.0,1.00017921207,1.0,2.24380171129816
202207,157,MACE-1-2,SS1,21740,38.8,38.8,standard_pollock,2.243399667,1.0,1.00033342143,1.0,2.24414766452503
202207,157,MACE-1-2,SS1,21740,36.0,36.0,standard_pollock,2.243399667,1.0,1.00070996048,1.0,2.24499239210442
202207,157,MACE-1-2,SS1,21740,40.7,40.7,standard_pollock,2.243399667,1.0,1.00019964515,1.0,2.24384755086303
