ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,201207,2,21740,94,55.1,1.316,6,Female,-163.9999
157,201207,2,21740,98,61.8,1.768,8,Female,-163.9999
157,201207,2,21740,104,63.7,1.814,12,Female,-163.9999
157,201207,2,21740,111,56.7,1.412,8,Male,-163.9999
157,201207,2,21740,120,55.1,1.154,6,Female,-163.9999
157,201207,2,21740,126,51.8,0.948,6,Male,-163.9999
157,201207,2,21740,132,58.4,1.342,7,Female,-163.9999
157,201207,2,21740,96,51.5,1.058,6,Female,-163.9999
157,201207,2,21740,103,60.7,1.426,7,Female,-163.9999
157,201207,2,21740,105,59.5,1.544,6,Male,-163.9999
157,201207,2,21740,107,58.6,1.39,9,Male,-163.9999
157,201207,2,21740,109,58.6,1.516,7,Female,-163.9999
157,201207,2,21740,118,57.9,1.408,8,Male,-163.9999
157,201207,2,21740,119,56.7,1.462,7,Male,-163.9999
157,201207,2,21740,121,60.2,1.68,7,Female,-163.9999
157,201207,2,21740,134,53.6,1.238,7,Female,-163.9999
157,201207,2,21740,100,59.7,1.406,9,Male,-163.9999
157,201207,2,21740,102,50.2,0.826,6,Male,-163.9999
157,201207,2,21740,108,63.6,1.834,12,Male,-163.9999
157,201207,2,21740,114,59.8,1.74,9,Male,-163.9999
157,201207,2,21740,92,51.3,0.896,6,Male,-163.9999
157,201207,2,21740,101,60.2,1.74,8,Female,-163.9999
157,201207,2,21740,123,52.4,1.044,7,Female,-163.9999
157,201207,2,21740,128,55.8,1.162,7,Male,-163.9999
157,201207,2,21740,131,60.4,1.466,12,Male,-163.9999
157,201207,2,21740,133,60.1,1.546,8,Male,-163.9999
157,201207,2,21740,136,59.8,1.568,7,Female,-163.9999
157,201207,2,21740,93,64.3,1.882,12,Male,-163.9999
157,201207,2,21740,110,55.8,1.426,6,Female,-163.9999
157,201207,2,21740,112,55.7,1.26,7,Male,-163.9999
157,201207,2,21740,113,52.9,1.49,6,Female,-163.9999
157,201207,2,21740,115,59.0,1.396,7,Male,-163.9999
157,201207,2,21740,124,63.3,1.876,9,Male,-163.9999
157,201207,2,21740,127,63.0,1.974,11,Male,-163.9999
157,201207,2,21740,130,56.2,1.18,8,Female,-163.9999
157,201207,2,21740,97,64.2,1.494,13,Male,-163.9999
157,201207,2,21740,106,65.5,1.826,16,Female,-163.9999
157,201207,2,21740,116,48.2,0.72,7,Male,-163.9999
157,201207,2,21740,125,58.1,1.42,10,Male,-163.9999
157,201207,2,21740,129,61.7,1.618,10,Male,-163.9999
157,201207,2,21740,91,56.5,1.43,14,Male,-163.9999
157,201207,2,21740,95,57.4,1.366,7,Female,-163.9999
157,201207,2,21740,99,60.5,1.542,11,Female,-163.9999
157,201207,2,21740,117,55.6,1.242,5,Male,-163.9999
157,201207,2,21740,122,51.6,0.974,7,Male,-163.9999
157,201207,2,21740,135,51.2,0.96,6,Male,-163.9999
157,201207,2,21740,137,52.7,1.06,6,Male,-163.9999
157,201207,4,21740,174,59.5,1.248,8,Male,-164.5796
157,201207,4,21740,180,61.5,1.572,10,Male,-164.5796
157,201207,4,21740,183,56.5,1.45,7,Male,-164.5796
157,201207,4,21740,207,55.1,1.158,8,Female,-164.5796
157,201207,4,21740,165,53.6,1.148,6,Male,-164.5796
157,201207,4,21740,168,56.3,1.502,8,Female,-164.5796
157,201207,4,21740,172,58.4,1.258,9,Female,-164.5796
157,201207,4,21740,177,56.7,1.368,8,Male,-164.5796
157,201207,4,21740,185,55.0,1.314,5,Male,-164.5796
157,201207,4,21740,195,50.4,0.906,7,Male,-164.5796
157,201207,4,21740,211,51.0,1.056,5,Female,-164.5796
157,201207,4,21740,216,48.8,0.754,6,Male,-164.5796
157,201207,4,21740,217,64.6,1.716,11,Female,-164.5796
157,201207,4,21740,164,61.2,1.512,11,Male,-164.5796
157,201207,4,21740,167,58.1,1.29,7,Female,-164.5796
157,201207,4,21740,173,68.4,2.104,10,Female,-164.5796
157,201207,4,21740,176,61.6,1.818,7,Female,-164.5796
157,201207,4,21740,178,60.2,1.52,8,Male,-164.5796
157,201207,4,21740,191,52.8,1.096,6,Female,-164.5796
157,201207,4,21740,193,51.0,1.07,6,Male,-164.5796
157,201207,4,21740,200,54.1,1.234,4,Male,-164.5796
157,201207,4,21740,204,65.3,1.804,9,Female,-164.5796
157,201207,4,21740,166,49.3,0.99,6,Female,-164.5796
157,201207,4,21740,184,58.6,1.392,10,Male,-164.5796
157,201207,4,21740,187,54.7,1.204,8,Male,-164.5796
157,201207,4,21740,190,59.4,1.334,7,Male,-164.5796
157,201207,4,21740,196,60.9,1.732,11,Male,-164.5796
157,201207,4,21740,198,62.3,1.872,10,Male,-164.5796
157,201207,4,21740,201,49.1,0.816,7,Female,-164.5796
157,201207,4,21740,205,53.3,1.204,6,Male,-164.5796
157,201207,4,21740,206,63.7,1.524,10,Female,-164.5796
157,201207,4,21740,213,52.6,1.012,7,Female,-164.5796
157,201207,4,21740,170,64.4,1.68,9,Female,-164.5796
157,201207,4,21740,188,53.8,0.98,6,Female,-164.5796
157,201207,4,21740,197,60.3,1.762,9,Female,-164.5796
157,201207,4,21740,203,60.7,1.464,10,Male,-164.5796
157,201207,4,21740,169,46.4,0.888,7,Male,-164.5796
157,201207,4,21740,189,60.9,1.474,12,Male,-164.5796
157,201207,4,21740,192,54.2,1.064,6,Female,-164.5796
157,201207,4,21740,194,64.3,1.646,11,Male,-164.5796
157,201207,4,21740,199,57.6,1.446,6,Male,-164.5796
157,201207,4,21740,214,62.8,1.798,10,Female,-164.5796
157,201207,4,21740,215,54.9,1.2,6,Male,-164.5796
157,201207,4,21740,171,54.4,1.21,8,Female,-164.5796
157,201207,4,21740,175,61.9,1.686,7,Male,-164.5796
157,201207,4,21740,179,62.3,1.886,10,Male,-164.5796
157,201207,4,21740,181,58.4,1.632,9,Male,-164.5796
157,201207,4,21740,182,56.0,1.382,10,Male,-164.5796
157,201207,4,21740,209,49.2,0.712,6,Female,-164.5796
157,201207,4,21740,186,55.8,1.322,6,Male,-164.5796
157,201207,4,21740,202,52.3,1.034,6,Male,-164.5796
157,201207,4,21740,208,60.1,1.7,10,Male,-164.5796
157,201207,4,21740,210,57.6,1.588,8,Male,-164.5796
157,201207,4,21740,212,58.8,1.358,10,Male,-164.5796
157,201207,5,21740,222,35.9,0.304,3,Male,-165.1483
157,201207,5,21740,233,55.5,1.296,9,Male,-165.1483
157,201207,5,21740,223,31.9,0.202,2,Male,-165.1483
157,201207,5,21740,231,53.6,0.814,6,Female,-165.1483
157,201207,5,21740,220,66.4,1.94,13,Male,-165.1483
157,201207,5,21740,230,49.5,0.922,6,Male,-165.1483
157,201207,5,21740,232,51.1,0.91,6,Male,-165.1483
157,201207,5,21740,218,53.4,1.032,6,Male,-165.1483
157,201207,5,21740,225,53.0,1.16,6,Male,-165.1483
157,201207,5,21740,221,65.0,1.654,10,Female,-165.1483
157,201207,5,21740,226,52.7,0.956,7,Male,-165.1483
157,201207,5,21740,219,62.5,1.434,13,Male,-165.1483
157,201207,5,21740,224,49.4,0.914,5,Male,-165.1483
157,201207,5,21740,227,54.6,1.386,6,Male,-165.1483
157,201207,5,21740,228,67.6,1.634,9,Female,-165.1483
157,201207,5,21740,229,57.4,1.374,6,Male,-165.1483
157,201207,6,21740,305,45.6,0.72,6,Male,-165.153
157,201207,6,21740,309,57.6,1.35,7,Male,-165.153
157,201207,6,21740,323,54.3,1.348,6,Male,-165.153
157,201207,6,21740,294,54.6,1.116,6,Female,-165.153
157,201207,6,21740,295,52.8,1.032,6,Male,-165.153
157,201207,6,21740,297,51.5,0.96,6,Male,-165.153
157,201207,6,21740,322,51.1,0.89,6,Male,-165.153
157,201207,6,21740,325,53.0,1.114,6,Female,-165.153
157,201207,6,21740,326,46.0,0.65,7,Male,-165.153
157,201207,6,21740,296,54.5,1.11,6,Female,-165.153
157,201207,6,21740,298,53.0,0.984,6,Female,-165.153
157,201207,6,21740,316,53.1,1.172,6,Female,-165.153
157,201207,6,21740,327,47.3,0.758,6,Female,-165.153
157,201207,6,21740,334,52.8,1.112,6,Female,-165.153
157,201207,6,21740,336,53.1,0.974,6,Female,-165.153
157,201207,6,21740,304,52.3,1.064,7,Male,-165.153
157,201207,6,21740,306,53.9,1.136,6,Male,-165.153
157,201207,6,21740,311,54.2,1.362,7,Female,-165.153
157,201207,6,21740,313,50.7,0.9,5,Female,-165.153
157,201207,6,21740,328,53.1,1.166,7,Male,-165.153
