Column1,survey,event_id,latitude,longitude,lla,utm,x,y
1,201207,1,55.92424,-162.19376,"LLA(lat=55.92424°, lon=-162.19376°, alt=0.0)","UTM(675335.2044698941, 6.201205457026218e6, 0.0)",675.335204469894,6201.205457026218
2,201207,32,57.3784166667,-168.979103333,"LLA(lat=57.3784166667°, lon=-168.979103333°, alt=0.0)","UTM(260817.26529436532, 6.366510484363949e6, 0.0)",260.8172652943653,6366.510484363949
3,201207,33,58.2620133333,-169.107668333,"LLA(lat=58.2620133333°, lon=-169.107668333°, alt=0.0)","UTM(259067.32006237603, 6.465231451310543e6, 0.0)",259.06732006237604,6465.231451310543
4,201207,34,57.6149866667,-169.650188333,"LLA(lat=57.6149866667°, lon=-169.650188333°, alt=0.0)","UTM(222317.15378987638, 6.3953708947153725e6, 0.0)",222.3171537898764,6395.370894715373
5,201207,35,57.47626,-169.639408333,"LLA(lat=57.47626°, lon=-169.639408333°, alt=0.0)","UTM(221904.2114186657, 6.379904535269686e6, 0.0)",221.9042114186657,6379.904535269686
6,201207,36,56.845125,-169.536365,"LLA(lat=56.845125°, lon=-169.536365°, alt=0.0)","UTM(223397.96885714098, 6.309321069883572e6, 0.0)",223.39796885714097,6309.321069883572
7,201207,37,56.2359366667,-170.057918333,"LLA(lat=56.2359366667°, lon=-170.057918333°, alt=0.0)","UTM(186629.0168490181, 6.243850144972296e6, 0.0)",186.62901684901811,6243.850144972296
8,201207,38,56.4516116667,-170.077948333,"LLA(lat=56.4516116667°, lon=-170.077948333°, alt=0.0)","UTM(187162.13724021084, 6.26791045077901e6, 0.0)",187.16213724021082,6267.91045077901
9,201207,39,56.4586716667,-170.083828333,"LLA(lat=56.4586716667°, lon=-170.083828333°, alt=0.0)","UTM(186858.43517857755, 6.268721875229329e6, 0.0)",186.85843517857754,6268.721875229329
10,201207,40,56.406715,-170.103576667,"LLA(lat=56.406715°, lon=-170.103576667°, alt=0.0)","UTM(185213.58818961808, 6.263038055346243e6, 0.0)",185.2135881896181,6263.038055346243
11,201207,41,56.405355,-170.106866667,"LLA(lat=56.405355°, lon=-170.106866667°, alt=0.0)","UTM(184999.62043904205, 6.262902000867923e6, 0.0)",184.99962043904205,6262.902000867923
12,201207,42,56.4093716667,-170.095575,"LLA(lat=56.4093716667°, lon=-170.095575°, alt=0.0)","UTM(185728.55060601194, 6.263296649717581e6, 0.0)",185.72855060601194,6263.296649717581
13,201207,43,56.4634783333,-170.114963333,"LLA(lat=56.4634783333°, lon=-170.114963333°, alt=0.0)","UTM(184982.49696315808, 6.269398544602003e6, 0.0)",184.98249696315807,6269.398544602003
14,201207,44,56.4628533333,-170.131311667,"LLA(lat=56.4628533333°, lon=-170.131311667°, alt=0.0)","UTM(183971.49807932467, 6.269404251616478e6, 0.0)",183.97149807932468,6269.404251616478
15,201207,45,58.8116166667,-171.100151667,"LLA(lat=58.8116166667°, lon=-171.100151667°, alt=0.0)","UTM(147929.1314845474, 6.5351323672151845e6, 0.0)",147.92913148454738,6535.132367215185
