"","ship","survey","event_id","sample_id","specimen_id","measurement_type","measurement_value","device_id","species_code"
"1",157,201207,2,7,91,"organism_weight","1.430",20,21740
"2",157,201207,2,7,92,"organism_weight","0.896",20,21740
"3",157,201207,2,7,93,"organism_weight","1.882",20,21740
"4",157,201207,2,7,94,"organism_weight","1.316",20,21740
"5",157,201207,2,7,95,"organism_weight","1.366",20,21740
"6",157,201207,2,7,96,"organism_weight","1.058",20,21740
"7",157,201207,2,7,97,"organism_weight","1.494",20,21740
"8",157,201207,2,7,98,"organism_weight","1.768",20,21740
"9",157,201207,2,7,99,"organism_weight","1.542",20,21740
"10",157,201207,2,7,100,"organism_weight","1.406",20,21740
"11",157,201207,2,7,101,"organism_weight","1.740",20,21740
"12",157,201207,2,7,102,"organism_weight","0.826",20,21740
"13",157,201207,2,7,103,"organism_weight","1.426",20,21740
"14",157,201207,2,7,104,"organism_weight","1.814",20,21740
"15",157,201207,2,7,105,"organism_weight","1.544",20,21740
"16",157,201207,2,7,106,"organism_weight","1.826",20,21740
"17",157,201207,2,7,107,"organism_weight","1.390",20,21740
"18",157,201207,2,7,108,"organism_weight","1.834",20,21740
"19",157,201207,2,7,109,"organism_weight","1.516",20,21740
"20",157,201207,2,7,110,"organism_weight","1.426",20,21740
"21",157,201207,2,7,111,"organism_weight","1.412",20,21740
"22",157,201207,2,7,112,"organism_weight","1.260",20,21740
"23",157,201207,2,7,113,"organism_weight","1.490",20,21740
"24",157,201207,2,7,114,"organism_weight","1.740",20,21740
"25",157,201207,2,7,115,"organism_weight","1.396",20,21740
"26",157,201207,2,7,116,"organism_weight","0.720",20,21740
"27",157,201207,2,7,117,"organism_weight","1.242",20,21740
"28",157,201207,2,7,118,"organism_weight","1.408",20,21740
"29",157,201207,2,7,119,"organism_weight","1.462",20,21740
"30",157,201207,2,7,120,"organism_weight","1.154",20,21740
"31",157,201207,2,7,121,"organism_weight","1.680",20,21740
"32",157,201207,2,7,122,"organism_weight","0.974",20,21740
"33",157,201207,2,7,123,"organism_weight","1.044",20,21740
"34",157,201207,2,7,124,"organism_weight","1.876",20,21740
"35",157,201207,2,7,125,"organism_weight","1.420",20,21740
"36",157,201207,2,7,126,"organism_weight","0.948",20,21740
"37",157,201207,2,7,127,"organism_weight","1.974",20,21740
"38",157,201207,2,7,128,"organism_weight","1.162",20,21740
"39",157,201207,2,7,129,"organism_weight","1.618",20,21740
"40",157,201207,2,7,130,"organism_weight","1.180",20,21740
"41",157,201207,2,7,131,"organism_weight","1.466",20,21740
"42",157,201207,2,7,132,"organism_weight","1.342",20,21740
"43",157,201207,2,7,133,"organism_weight","1.546",20,21740
"44",157,201207,2,7,134,"organism_weight","1.238",20,21740
"45",157,201207,2,7,135,"organism_weight","0.960",20,21740
"46",157,201207,2,7,136,"organism_weight","1.568",20,21740
"47",157,201207,2,7,137,"organism_weight","1.060",20,21740
"48",157,201207,5,44,229,"organism_weight","1.374",20,21740
"49",157,201207,5,44,230,"organism_weight","0.922",20,21740
"50",157,201207,5,44,231,"organism_weight","0.814",20,21740
"51",157,201207,5,44,232,"organism_weight","0.910",20,21740
"52",157,201207,5,44,233,"organism_weight","1.296",20,21740
"53",157,201207,5,45,234,"organism_weight","4.422",20,40504
"54",157,201207,5,45,235,"organism_weight","1.888",20,40504
"55",157,201207,5,45,236,"organism_weight","2.510",20,40504
